"sku","Título","path","descripcion","estanteria","imagesPath","cost","precio_venta_sin_IVA","old_price","edad","editorial","duracion","dificultad","oferta","nivel","publicado","jugadores","umbral","categoria","tipo"
"CajaAlmacenaje2000CartasWithoutMess","Caja De Almacenaje 2000 Cartas WithOut Mess","/caja-de-almacenaje-2000-cartas-without-mess","
	Cajas genéricas para almacenar cartas, de tamaño estándar, con capacidad de 2000 cartas. Montar la partida nunca fue tan fácil y ordenado. Cartas con sus fundas premium (para el diseño, se usaron fundas Mayday).


	 


	Medidas:  L 295 mm x A 292,5 mm x Al 101 mm 


	 


	


	¿Qué contiene?


	
		9 piezas para armar los insertos
	
		Instrucciones de armado



	Se vende desarmado. 
","Insertos","http://tablerumdrupal.com/sites/tablerumcom/files/caja-de-almacenaje-2000-cartas-without-mess-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/caja-de-almacenaje-2000-cartas-without-mess-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/caja-de-almacenaje-2000-cartas-without-mess-2-comprar-barato.jpg","12.168","12.603","17.95","+2 años","Maldito Games","10min","1","Si","1","Sí","1","3","Accesorios","Juegos de Mesa"
"MastersUniversoFieldsOfEternia","Masters del Universo: Fields of Eternia","/masters-del-universo-fields-of-eternia","
	Fields of Eternia es un juego de estrategia y táctica basado en la aventura que incluye campañas épicas que pueden jugarse en solitario o con amigos y familiares. Tu objetivo es reunir y reclutar tropas, completar emocionantes misiones mientras recoges antiguos y poderosos artefactos y construyes vehículos para alzarte como el vencedor que conquiste Eternia.
	
	Skeletor™ finalmente lo hizo, retrocedió en el tiempo para luchar contra el Rey Grayskull™, mucho antes de que el Rey Randor y el Príncipe Adam siquiera existieran. ¡Evita que Skeletor™ cambie la historia! Síguelo mientras reúnes aliados y ayudas al Rey Grayskull™. Frustra la invasión de los Guerreros del Mal.
	
	Durante el juego, los jugadores tendrán que atravesar las numerosas montañas, bosques y tierras pantanosas, mientras emprenden misiones para potenciar a sus personajes elegidos, encontrándose por el camino con enemigos y monstruos conocidos. Domestica bestias salvajes para poder cabalgarlas por las llanuras y entrar en combate. Completa misiones para hacerte con el control de lugares clave y aumentar tu poder.


	
	
	 


	¿Qué contiene?


	
		1 x Libro de reglas
	
		1 x Libro de misiones
	
		12 miniaturas de héroes
	
		30 x Miniaturas de soldados
	
		350 x Cartas variadas
	
		130 fichas diversas
	
		22 dados variados
	
		2 x Rejillas de combate
	
		1 x Mapa

","D8","http://tablerumdrupal.com/sites/tablerumcom/files/masters-del-universo-fields-of-eternia-comprar-barato.jpg","71.934","74.33799999999999","99.95","+12 años","BlackFire","60-120 min","6","Si","1","Sí","2","1","Actuales","Juegos de Mesa"
"TinyEpicVikingsGameMat","Tiny Epic Vikings Game Mat","/tiny-epic-vikings-game-mat","
	Tapete de juego de neopreno de alta calidad de 60 x 35cm. Perfecta para enmarcar tu partida y sumergirte en la batalla.
","F3","http://tablerumdrupal.com/sites/tablerumcom/files/tiny-epic-vikings-game-mat-comprar-barato.jpg","21.28","22.272","29.95","+8 años","BlackFire","10min","5","Si","2","Sí","1","3","Accesorios, Actuales","Juegos de Mesa"
"Exit24LaDesapariciónDeSherlockHolmes","Exit 24: La Desaparición de Sherlock Holmes ","/exit-la-desaparicion-de-sherlock-holmes","
	¡Sherlock Holmes necesita tu ayuda! 


	 


	El famoso periodista Ignatius Loyde ha sido asesinado poco después de publicar un artículo que retrata a Sherlock Holmes como un impostor. Hay pistas que convierten a Holmes en el principal sospechoso del asesinato... ¡Y para colmo el gran detective ha desaparecido! El Dr. Watson ha recurrido a ti para llegar al fondo de las cosas. ¿Cómo llegó Holmes a ser el acusado? ¿Y qué papel jugó Moriarty? ¿Puedes ayudar al Dr. Watson a buscar pruebas, seguir las pistas y resolver el caso, acertijo por acertijo? 


	 


	 


	


	 


	Exit: La desaparición de Sherlock Holmes es un juego de escape cooperativo diseñado por Inka y Markus Brand, que se puede disfrutar en solitario o en un grupo de hasta 4 personas, a partir de 12 años, en partidas que pueden durar entre 60 y 120 minutos. A través de 88 cartas, varios documentos, un descodificador y algunos artefactos especiales, los jugadores podrán explorar e interactuar con el entorno y todo lo que vayan encontrando para tratar de descubrir qué ha pasado con el detective más famoso de todos los tiempos. 


	 


	La saga de juegos Exit nos trae en cada caja todo lo necesario para vivir la emoción de las mejores Escape room o salas de escape desde el salón de casa. Cada título tiene una temática y una historia completamente diferente en la que los jugadores son los protagonistas. Una aventura ideal para pasar una divertida tarde en solitario, en familia o entre amigos que pondrá a prueba la capacidad de observación, el ingenio y la creatividad de todos los participantes. El formato compacto y portátil de la caja convierten este juego en un compañero ideal para cualquier viaje. Con una dificultad de nivel avanzado, Exit: La desaparición de Sherlock Holmes es un título ideal para aquellos que ya estén familiarizados con los juegos de escape y busquen un verdadero reto. Prestar atención a los detalles, la buena comunicación entre los miembros del equipo y afilar la capacidad de deducción serán las claves que os permitirán tener éxito en esta aventura. ¿Lograréis resolver el asesinato y descubrir qué ha pasado con Holmes?
","X4","http://tablerumdrupal.com/sites/tablerumcom/files/exit-la-desaparicion-de-sherlock-holmes-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/exit-la-desaparicion-de-sherlock-holmes-1-comprar-barato.jpg","9.663","11.157","15","+12 años","devir","60-120 min","5","Si","0","Sí","1-6","5","Actuales","Juegos de Mesa"
"MindbugPackPromo2022","Mindbug: Pack Promocional 2022","/mindbug-pack-promocional-2022","
	¡Llegan refuerzos a los ejércitos de bestias híbridas de Mindbug! 


	 


	Amplía tus mazos de juego con 10 nuevas cartas que volverán aún más locas tus partidas. 


	 


	Esta expansión se puede añadir al juego base y a la expansión ‘Primer contacto nuevas criaturas’. Obra del legendario Richard Garfield, creador entre otros muchos juegos del célebre Magic: The Gathering o King ofTokyo, Mindbug es un juego de cartas para dos jugadores, a partir de 8 años, que permite partidas de entre 15 y 25 minutos. 


	


	Entre las 10 nuevas cartas de esta expansión para Mindbug encontramos


	
		al Caracoltapulta, que sacrifica a una unidad aliada para derrotar a un enemigo
	
		El parásito de Mindbug, que se cobra un punto de vida del oponente antes de que juegue un Mindbug.
	
		El Ratomante, que permite volver a activar cartas de la pila de descarte.
	
		La Cabra Saltamontesa, que añade frenesí a las cartas aliadas.
	
		El Puercohete, que una vez fuera de juego, derrota a su vez a todas las criaturas enemigas.
	
		La Babosanauta, que tiene poderes y habilidades variables según su uso.
	
		Chuck, que te pide tirar un dado y según el resultado te permite derrotar criaturas enemigas.
	
		El Jazziperro, que te ayuda a tomar el control de criaturas enemigas con su música.
	
		El Dagón guacamayo, que te permite intercambiar la mano con la del oponente.
	
		Y por último el poderoso Unigón (medio unicornio, medio dragón) que te garantiza la victoria si no tienes cartas en la mano.



	​Y por si todavía no conoces Mindbug, aquí tienes un resumen: en su turno, los jugadores podrán hacer una de las siguientes acciones: jugar una carta o bien atacar con una criatura. Si optan por la primera opción, deberán bajar una de las cartas de la mano a la zona de juego. A continuación, el rival deberá decidir si usa uno de sus Mindbug. En el caso de que decida hacerlo, tomará el control de la criatura y resolverá sus efectos como si la acabase de jugar desde su mano. A cambio, el jugador activo que ha perdido el control de su carta puede volver a jugar un turno. Por otro lado, si el jugador decide atacar, deberá elegir una de las cartas de la zona de juego para luchar. El oponente deberá seleccionar una de sus criaturas para bloquear el golpe o perder una vida. Si se enfrentan dos monstruos, ganará el que tenga el valor de poder más alto. Y si uno de los jugadores pierde sus 3 puntos de vida… ¡La partida termina! Las cartas que forman el juego tienen habilidades distintas que se adaptan a infinitas estrategias. El frenesí permite a un monstruo atacar dos veces, el sigilo hace que solo otras criaturas sigilosas le puedan bloquear, los cazadores pueden atacar a cartas del oponente… 


	En una sola partida ambos jugadores solo usan 20 cartas (10 cada uno), con lo que siempre quedarán criaturas fuera y, por tanto, las combinaciones de monstruos serán únicas y aleatorias en cada duelo. Mindbug combina la accesibilidad y el equilibrio de todo juego de naipes con la profundidad de un juego estratégico de cartas. El resultado es un duelo de habilidad con un punto bizarro que no se parece a ningún otro juego de cartas que hayas probado. Con esta expansión añadirás rejugabilidad a tus partidas, creando combinaciones de cartas nunca vistas hasta ahora. Aunque sea muy fácil aprender y empezar a jugar, Mindbug hará volar tu mente con la cantidad de combos que ofrece. Una de las mecánicas más especiales del juego te permite controlar las cartas de tu rival, con lo que incluso los más veteranos deberán adaptarse a cada situación si quieren ganar. No solo juegas con tus 10 cartas, también lo haces con las del rival. Y no basta con tener las mejores cartas… ¡Si no saber cuándo hay que jugarlas!


	 
","G4","http://tablerumdrupal.com/sites/tablerumcom/files/mindbug-pack-promocional-2022-comprar-barato.jpg","5.797","6.694","9","+8 años","devir","20min","6","Si","17","Sí","2","30","Expansiones, Actuales","Juegos de Mesa"
"BangElGranAsaltoAlTren","Bang! El Gran Asalto al Tren (PREVENTA)","/bang-el-gran-asalto-al-tren","
	¡El tren se dirige al pueblo y esos sucios forajidos quieren echarle el guante a su valioso cargamento! Sin embargo, el bando de la ley hará todo lo posible para que el convoy llegue a su destino.


	 


	¿Saquearás el tren con tu banda o lo defenderás a toda costa? ¡Todos a bordo!


	
	
	¿Qué contiene?


	
		16 cartas de Vagón
	
		1 carta de Locomotora
	
		14 piezas de Estación
	
		8 cartas de Personaje
	
		16 cartas de juego
	
		Reglamento.



	
	IMPORTANTE
	¡Ojo! Esta expansión no es un juego completo. ¡Necesitas el exitoso juego Bang! para jugar!
","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/bang-el-gran-asalto-al-tren-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/bang-el-gran-asalto-al-tren-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/bang-el-gran-asalto-al-tren-2-comprar-barato.jpg","14.422","18.099","","+8 años","asmodee","40min","5","No","5","Sí","4-7","6","Expansiones, PREventa, Actuales","Juegos de Mesa"
"DisneySorcerersArenaCambioMareas","Disney Sorcerer’s Arena Alianzas Épicas: Cambio de Mareas","/disney-sorcerers-arena-cambio-de-mareas","
	Lleva tus combates de Disney Sorcerer’s Arena: Epic Alliances a otro nivel con esta revolucionaria expansión. Añade a Vaiana, Davy Jones o Stitch a tu equipo y ponte al frente de una oleada de nuevas estrategias.


	
	Se requiere una caja básica de Disney Sorcerer’s Arena: Epic Alliances para jugar.


	 


	
	


	
	¿Qué contiene?


	
		3 figuras con peanas
	
		3 cartas de Capacidades de personaje
	
		3 mazos de Personaje (10 cartas por mazo)
	
		3 fichas de Orden del turno
	
		9 fichas de Efecto de estado
	
		3 fichas de Casilla de océano
	
		1 reglamento.

","G6","http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-cambio-de-mareas-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-cambio-de-mareas-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-cambio-de-mareas-2-comprar-barato.jpg","17.721","20.578","","+13 años","asmodee","40min","5","No","2","Sí","2-4","2","Expansiones, Actuales","Juegos de Mesa"
"DisneySorcerersArenaSombrasEscalofríos","Disney Sorcerer’s Arena Alianzas Épicas: Sombras y Escalofríos","/disney-sorcerers-arena-sombras-y-escalofrios","
	¡UNA EXPANSIÓN PARA LA BATALLA DEFINITIVA DE DISNEY Y PIXAR!


	 


	


	 


	Lleva tus combates de Disney Sorcerer’s Arena: Epic Alliances a otro nivel con esta revolucionaria expansión. Añade a El Rey del Mal, Jack Skelleton o Madre Gothel a tu equipo y da rienda suelta a tus más sombrías estratagemas.


	 


	Se requiere una caja básica de Disney Sorcerer’s Arena: Epic Alliances para jugar.


	 


	¡Incluye nuevas capacidades y presenta las fichas de Nacidos del Caldero!


	 


	


	 


	¿Qué contiene?


	
		3 figuras con peanas
	
		3 cartas de Capacidades de personaje
	
		3 mazos de Personaje (10 cartas por mazo)
	
		3 fichas de Orden del turno
	
		9 fichas de Efecto de estado
	
		3 fichas de Nacido del Caldero
	
		1 reglamento.

","G6","http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-sombras-y-escalofrios-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-sombras-y-escalofrios-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-sombras-y-escalofrios-2-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/disney-sorcerers-arena-sombras-y-escalofrios-3-comprar-barato.jpg","17.721","20.578","","+13 años","asmodee","40min","5","No","2","Sí","2-4","2","Expansiones, Actuales","Juegos de Mesa"
"SWShatterpointSabotageShowdown","Star Wars Shatterpoint: Sabotage Showdown","/shatterpoint-sabotage-showdown","
	Sabotage Showdown añade un nuevo conjunto de misiones a tus partidas de Star Wars™: Shatterpoint, que te ofrece nuevos objetivos que plantean desafíos tácticos únicos.


	 


	
","Por Asignar","http://tablerumdrupal.com/sites/tablerumcom/files/shatterpoint-sabotage-showdown-comprar-barato.jpg","9.85","12.314","","+14 años","Fantasy Flight","60-120 min","6","No","0","Sí","2","9","Expansiones, Actuales","Juegos de Mesa"
"Perspectives","Perspectives","/perspectives","
	En PERSPECTIVES, cada jugador tiene información esencial para reconstruir lo sucedido y encontrar la solución.


	 


	


	Tres casos, cada uno dividido en cuatro partes.
	
	Estableced conexiones entre fotografías, informes y pistas… pero sin mirar los documentos de los demás.
	
	¿Encontraréis la clave que os ayude a encajar todas las piezas del puzle?
	
	¿Qué contiene?


	
		3 sobres
	
		12 archivadores
	
		108 cartas
	
		1 tutorial.

","G7","http://tablerumdrupal.com/sites/tablerumcom/files/perspectives-comprar-barato.jpg","22.993","28.842","","+10 años","asmodee","40min","6","No","7","Sí","2-4","8","Actuales","Juegos de Mesa"
"MarvelUnitedMultiversePlaymat","Marvel United: Multiverse Playmat (PREVENTA)","/marvel-united-multiverse-playmat","
	Impreso con un nuevo diseño gráfico, el Playmat ayuda a organizar tu área de juego. La Guía de misiones está impresa directamente en el centro del tapete de juego, con ranuras indicadas para el tablero de villanos, las cartas de misión y todo lo que necesites, incluidos recordatorios de ""Efecto de ubicación desbloqueada"" bajo las ranuras de las cartas de amenaza.


	 


	
	


	
	IMPORTANTE


	
		70 cm de diámetro.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/marvel-united-playmat-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/marvel-united-playmat-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/marvel-united-playmat-2-comprar-barato.jpg","21.241","24.71","","+14 años","asmodee","40min","6","No","3","Sí","1-5","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"MarvelUnitedSpiderGeddon","Marvel United: Spider-Geddon (PREVENTA)","/marvel-united-spider-geddon","
	Ser un Spider-Héroe no sólo conlleva una gran responsabilidad, sino también mucho peligro. Con los villanos del multiverso dándoles caza, los héroes arácnidos deben unirse para detener el mal. Tendrán que cruzar las dimensiones para proteger a los inocentes, hacer frente a las amenazas y enfrentarse a sus propios enemigos. 


	 


	


	 


	Los villanos desvelan su singular plan maestro en distintos lugares. Los héroes no sólo ofrecen diferentes acciones y superpoderes, sino también equipamiento para maximizar sus habilidades de lucha contra los villanos. ¡Crea tu propia trama y consigue la victoria!


	 


	


	
	¿Qué contiene?


	
		10 miniaturas muy detalladas
	
		215 cartas
	
		4 tableros de Villano
	
		8 lugares
	
		1 guía de misiones
	
		156 fichas
	
		1 medidor de Villano
	
		1 reglamento.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/marvel-united-spider-gedon-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/marvel-united-spider-gedon-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/marvel-united-spider-gedon-2-comprar-barato.jpg","26.25","32.975","","+14 años","asmodee","40min","6","No","1","Sí","1-5","6","Expansiones, PREventa, Actuales","Juegos de Mesa"
"ProjectLGhostPieceExpansión","Project L: Ghost Piece Expansión","/project-l-ghost-piece-expansion","
	Esta expansión introduce piezas fantasmales de nivel 5 especiales y puzles con distintas recompensas.


	
	¿Qué contiene?


	
		12 puzles blancos
	
		12 puzles negros
	
		30 piezas (10 para cada una de las 3 formas)
	
		4 tableros de jugador.

","A4","http://tablerumdrupal.com/sites/tablerumcom/files/project-l-ghost-piece-expansion-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/project-l-ghost-piece-expansion-1-comprar-barato.jpg","13.134","16.446","","+8 años","asmodee","30min","6","No","2","Sí","1-6","6","Expansiones, Actuales","Juegos de Mesa"
"ProjectLFinesseExpansión","Project L: Finesse Expansión","/project-l-finesse-expansion","
	Esta expansión añade un nuevo elemento a las partidas: las Sutilezas. Deberás adaptar tus tácticas para cumplir distintas Sutilezas por las que se te recompensará con créditos, un nuevo y útil recurso que puede cambiarse por acciones adicionales.


	


	
	¿Qué contiene?


	
		35 créditos
	
		30 cartas de Sutileza
	
		10 de “Set A”
	
		10 de “Set B”
	
		10 de “Set C”

","A4","http://tablerumdrupal.com/sites/tablerumcom/files/project-l-finesse-expansion-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/project-l-finesse-expansion-1-comprar-barato.jpg","9.85","12.314","","+8 años","asmodee","30min","6","No","2","Sí","1-6","6","Expansiones, Actuales","Juegos de Mesa"
"Brigands","Brigands (PREVENTA)","/brigands","
	
		El rey está de vacaciones. Ha confiado la ciudad y su tesoro al príncipe. Los bandidos lo saben y pretenden llenarse los bolsillos... ¡o al menos intentarlo! ¿Jugarás de príncipe o de bandido?



	 


	


	
	Brigands es un juego asimétrico de deducción y astucia que enfrenta a un príncipe con bandas rivales de bandidos. El príncipe debe proteger las arcas de la ciudad contra los bandidos. Si ningún bandido consigue robar 50 Ducados del reino al final de los 6 turnos de juego, ¡el príncipe sale victorioso! En caso contrario, gana el bandido más rico.


	
	En un turno, cada jugador enviará a sus 3 tripulantes a los distritos de su elección. La elección es secreta y simultánea. Cuando todos se hayan decidido, es el momento de revelar las elecciones y colocar a cada miembro de la tripulación en la ciudad. Si la tripulación de un príncipe se encuentra en el mismo distrito que las tripulaciones de los bandidos, los ladrones serán detenidos antes de que puedan aspirar a enriquecerse. De lo contrario, podrán saquear el distrito. Cada distrito permite saquear el tesoro de una forma única. Ten cuidado, si alguien ha jugado una ficha de acción en el distrito al principio de su turno, podrá robar o empujar a la tripulación de otro jugador, o tal vez huir a otro distrito en el último momento. Una vez en la cárcel, los ladrones pueden elegir entre esperar el juicio o intentar escapar.


	
	El jugador príncipe mejorará sus habilidades durante la partida para recuperar mejor su tesoro o atrapar mejor a los bandidos.
	
	 
","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/brigands-comprar-barato.jpg","22.688","26.363","","+10 años","asmodee","40min","5","No","3","Sí","2-6","3","PREventa, Actuales","Juegos de Mesa"
"TinyEpicVikings4PackPlayerGameMats","Tiny Epic Vikings 4 Pack Player Game Mats - Retail Packed (INGLÉS)","/tiny-epic-vikings-4-pack-player-game-mats","
	ATENCIÓN: ARTÍCULO EN INGLÉS


	 


	4 Tapetes de juego de neopreno de alta calidad de 8,75 x 9,75"". Muestra el dominio de tu clan con estilo.


	 


	
","F3","http://tablerumdrupal.com/sites/tablerumcom/files/tiny-epic-vikings-4-pack-player-game-mats-comprar-barato.jpg","21.28","22.272","29.95","+8 años","BlackFire","10min","6","Si","2","Sí","1","3","Accesorios, Actuales","Juegos de Mesa"
"ArkNovaZooMapPack1","Ark Nova: Zoo Map Pack 1","/ark-nova-zoo-map-pack-1","
	ATENCIÓN: ARTÍCULO EN INGLÉS


	 


	Contiene 2 mapas del zoo de doble cara, ¡cada uno con nuevas mecánicas de juego y diseños de zoo para explorar!


	 


	
","E6","http://tablerumdrupal.com/sites/tablerumcom/files/ark-nova-zoo-map-pack-1-comprar-barato.jpg","7.786","8.14","10.95","+14 años","BlackFire","60-120 min","6","Si","0","Sí","1-4","2","Accesorios, Actuales","Juegos de Mesa"
"CastillosBorgoñaEdiciónEspecial","Castles of Burgundy Special Edition","/castillos-de-borgona-edicion-especial","
	Castles of Burgundy Special Edition es un legendario juego de mesa creado por Stefan Feld, considerado actualmente el 17º mejor juego del mundo (según la clasificación de BGG, con 53.000 valoraciones). 


	 


	


	 


	En esta experiencia de mesa para 1-4 jugadores, asumirás el papel de un aristócrata que controla un pequeño principado. Intentarás construir un asentamiento con poderosos castillos, practicar el comercio, explotar minas de plata y utilizar los conocimientos de los viajeros.


	 


	Ahora, este juego atemporal regresa con una edición especial de alta gama extremadamente pulida, fruto de la colaboración entre Ravensburger y Awaken Realms
","Por Asignar","http://tablerumdrupal.com/sites/tablerumcom/files/castillos-de-borgona-edicion-especial-comprar-barato.jpg","145.97999999999999","148.71899999999999","199.95","+12 años","desconocida","60min","6","Si","0","Sí","1-4","1","Actuales","Juegos de Mesa"
"ROLMarcaDelEsteLasMinasDelElefante","La Marca del Este: Las Minas del Elefante","/la-marca-del-este-las-minas-del-elefante","
	Las Minas del Elefante es una aventura para 3-5 jugadores con aventureros de niveles 6 a 7.


	 


	


	 


	Hace siglos, un hombre conocido como Kari Mamba se alzó como rey en el sur tras obtener fortuna como aventurero y encontrar las míticas Minas del Elefante. Tras incrementar su poder uniendo a numerosas tribus de Barambali, decidió convocar a sus ejércitos y cumplir el que había sido su largo ansiado deseo: conquistar Neferu y convertirse en faraón. Pero fracasó estrepitosamente en su empeño y, conforme a sus órdenes, las Minas del Elefante fueron selladas, se dio muerte a todos los que conocían su localización y, de este modo, volvieron a caer en el olvido, tomadas por la peligrosa jungla en la que se encontraban.
","Rol","http://tablerumdrupal.com/sites/tablerumcom/files/la-marca-del-este-las-minas-del-elefante-comprar-barato.jpg","5.225","7.307","","","Ediciones Sombra","","","","2","Sí","","3","Rol","libros"
"ROLMarcaDelEsteLaPirámideFaraónNegro","La Marca del Este: La Pirámide del Faraón Negro","/la-marca-del-este-la-piramide-del-faraon-negro","
	La Pirámide del Faraón Negro es una aventura para 3-5 jugadores con aventureros de niveles 4 a 5 (una media de veinte niveles en total). Está centrada en Neferu, la tierra de los faraones en Cirinea, donde los aventureros podrán saquear una antigua pirámide olvidada y las cámaras que se ocultan bajo ella.


	 


	


	 


	Shendmesis, el Faraón negro de Nubt, intentó conquistar Neferu siglos atrás, pero su ejercito no fue rival para la hechicería y las huestes neferitas. Finalmente derrotado, con él cayó Nubt. Su cuerpo maldito fue destruido; pero su esencia, en parte hombre y en parte animal, fue dividida y ocultada por sus últimos aliados en cuatro amuletos que luego fueron salvaguardados en una pirámide negra en lo profundo del desierto. Este complejo funerario, conocido como Hunra-uat, permanece hoy a salvo protegido por poderosos conjuros que lo ocultan de las miradas indiscretas.
","Rol","http://tablerumdrupal.com/sites/tablerumcom/files/la-marca-del-este-la-piramide-del-faraon-negro-comprar-barato.jpg","5.225","7.307","","","Ediciones Sombra","","","","2","Sí","","3","Rol","libros"
"LibroDeHechizos","Libro de Hechizos + PROMO","/libro-de-hechizos","
	


	 


	Sois unos hechiceros que se han reunido para participar en el Gran Rito Anual. Durante esta ceremonia lucharéis por aprender nuevos hechizos para completar vuestro libro mágico. Os reunís alrededor de un vórtice (representado por la bolsa) que emite diversos componentes mágicos conocidos como elementos, algunos de los cuales deberéis colocar en el altar. 


	


	 


	Como hechiceros, utilizaréis estos elementos para aprender nuevos hechizos o para aumentar vuestro poder, que almacenaréis en vuestro espíritu familiar. Tanto una opción como la otra os harán ganar puntos. La competición terminará en cuanto uno de vosotros complete su libro de hechizos o su espíritu familiar. La hechicera o el hechicero con más puntos ganará la competición.


	 


	 


	


	
	¿Qué contiene?


	
		84 cartas de Hechizo
	
		105 fichas de Elemento
	
		1 ficha de Altar
	
		4 tableros de Espíritu familiar
	
		4 cartas de Ayuda al jugador
	
		1 bolsa Vórtice
	
		1 marcador de Jugador inicial
	
		1 caja de Descartes
	
		1 reglamento.

","F2","http://tablerumdrupal.com/sites/tablerumcom/files/libro-de-hechizos-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/libro-de-hechizos-1-comprar-barato.jpg","26.276","32.975","","+10 años","asmodee","40min","6","No","4","Sí","2-4","6","Actuales","Juegos de Mesa"
"TheWhiteCastle","The White Castle","/the-white-castle","
	
		La garza vuela sobre el cielo de Himeji mientras el Daimio, desde lo alto del castillo, contempla cómo se mueven sus sirvientes. Los jardineros cuidan del estanque, donde viven las carpas koi, los guerreros hacen guardia en las murallas y los cortesanos se amontonan en las puertas, suspirando por una audiencia que les acerque a los círculos más íntimos de la corte. Cuando anochece se encienden los faroles y los trabajadores vuelven con su clan.



	 


	


	En White Castle los jugadores controlarán uno de estos clanes con el objetivo de sumar más puntos de victoria que el resto. Para hacerlo, deberán acumular influencia en la corte, gestionar recursos con audacia y colocar a sus trabajadores en el lugar adecuado en el momento adecuado. 


	 


	El juego se puede disfrutar en solitario o en un grupo de hasta 4 jugadores. Los autores son Sheila Santos e Israel Cendrero, el dúo conocido como Llama Dice que también diseñó el exitoso The Red Cathedral y su expansión, Contractors, con Devir. 


	 


	En este caso, dejamos atrás el Moscú de Iván el Terrible para explorar la fortaleza más imponente del Japón moderno, el castillo de Himeji, donde ondea el estandarte del clan Sakai bajo las órdenes del Daimio Sakai Tadakiyo. White Castle es un juego de tipo euro con mecánicas de gestión de recursos, colocación de trabajadores y colocación de dados para llevar a cabo acciones. Durante la partida, a lo largo de tres rondas, los jugadores enviarán a miembros de su clan a cuidar los jardines, a defender el castillo o a progresar en la escala social de la nobleza. Al final de la partida, estos otorgarán puntos de victoria a los jugadores de diversas maneras. 


	 


	


	El tablero central muestra el castillo de Himeji en todo su esplendor, dividido en varias zonas. La más grande es el interior del castillo, con la habitación de las mil alfombras, donde los cortesanos deberán ir ascendiendo socialmente hasta llegar al círculo más cercano al Daimio para gozar de su favor. También hay el estanque y los jardines, cuidados pacientemente por los jardineros donde todo el mundo puede relajarse y contemplar su belleza sin restricciones. Otra zona importante es la muralla y el exterior del castillo, donde los guerreros patrullan y montan guardia. Finalmente, encontramos la zona de los tres puentes, donde se acumulan los tres tipos de dados que podrán usarse para llevar a cabo acciones, y el dominio personal de cada jugador, donde llevarán las cuentas de sus recursos y donde tendrán la reserva de trabajadores. 


	 


	Con reglas accesibles y una ambientación muy cuidada, White Castle es un título muy versátil que encajará en diferentes grupos de juego. Como es tradición en los títulos de los Llama Dice, su diseño elegante oculta una gran profundidad estratégica al alcance de los participantes. ¡Explora los entresijos de la fortaleza blanca!
","C3","http://tablerumdrupal.com/sites/tablerumcom/files/the-white-castle-comprar-barato.jpg","19.318","22.272","30","+12 años","devir","60-120 min","6","Si","0","Sí","1-4","14","Actuales","Juegos de Mesa"
"CthulhuCubes","Cthulhu Cubes (-20%)","/cthulhu-cubes","
	Confía en el azar y en tu malicia para alzar al poderoso Cthulhu y derrotar a tus oponentes. ¡Consigue quedarte sin dados para ganar la partida!


	 


	


	 


	Obtén metralletas para atacar a tus oponentes o envía sectarios para entorpecer sus objetivos.
	 


	Busca el conocimiento de los pergaminos para hacerte con su poder y sucumbe a la voluntad de Cthulhu con su dado primigenio.


	
	¿Te quedarás sin dados antes que nadie? ¿Conseguirás el favor de Cthulhu?
","G4","http://tablerumdrupal.com/sites/tablerumcom/files/cthulhu-cubes-comprar-barato.jpg","11.835","11.867","18","+8 años","Last Level","20min","5","Si","11","Sí","2-5","12","Actuales","Juegos de Mesa"
